セット,英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　EldritchMoon,　EternalScourge,永遠の災い魔（えいえんのわざわいま）,　3,3,　レア,　クリーチャー,　３,あなたは追放領域から永遠の災い魔を唱えてもよい。永遠の災い魔が対戦相手がコントロールする呪文や能力の対象になったとき、永遠の災い魔を追放する。
　EldritchMoon,　ItoftheHorridSwarm,忌まわしい群れの存在（いまわしいむれのそんざい）,　4,4,　コモン,　クリーチャー,　８,現出(６)(緑)（あなたはこの呪文を、クリーチャー１体を生け贄に捧げるとともに(Ｘ)だけ減らした現出コストを支払って唱えてもよい。Ｘはそのクリーチャーの点数で見たマナ・コストに等しい。）あなたが忌まわしい群れの存在を唱えたとき、緑の1/1の昆虫(Insect)クリーチャー・トークンを２体戦場に出す。
　EldritchMoon,　LashweedLurker,絡み草の闇潜み（からみぐさのやみひそみ）,　5,4,　アンコモン,　クリーチャー,　８,現出(５)(緑)(青)（あなたはこの呪文を、クリーチャー１体を生け贄に捧げるとともに(Ｘ)だけ減らした現出コストを支払って唱えてもよい。Ｘはそのクリーチャーの点数で見たマナ・コストに等しい。）あなたが絡み草の闇潜みを唱えたとき、土地でないパーマネント１つを対象とする。あなたはそれをオーナーのライブラリーの一番上に置いてもよい。
　EldritchMoon,　MockeryofNature,自然もどき（しぜんもどき）,　6,5,　アンコモン,　クリーチャー,　９,現出(７)(緑)（あなたはこの呪文を、クリーチャー１体を生け贄に捧げるとともに(Ｘ)だけ減らした現出コストを支払って唱えてもよい。Ｘはそのクリーチャーの点数で見たマナ・コストに等しい。）あなたが自然もどきを唱えたとき、アーティファクト１つかエンチャント１つを対象とする。あなたはそれを破壊してもよい。
　EldritchMoon,　VexingScuttler,厄介な船沈め（やっかいなふねしずめ）,　4,5,　アンコモン,　クリーチャー,　８,現出(６)(青)（あなたはこの呪文を、クリーチャー１体を生け贄に捧げるとともに(Ｘ)だけ減らした現出コストを支払って唱えてもよい。Ｘはそのクリーチャーの点数で見たマナ・コストに等しい。）あなたが厄介な船沈めを唱えたとき、あなたの墓地からインスタント・カード１枚かソーサリー・カード１枚を対象とする。あなたはそれをあなたの手札に戻してもよい。
　EldritchMoon,　WretchedGryff,不憫なグリフ（ふびんなぐりふ）,　3,4,　コモン,　クリーチャー,　７,現出(５)(青)（あなたはこの呪文を、クリーチャー１体を生け贄に捧げるとともに(Ｘ)だけ減らした現出コストを支払って唱えてもよい。Ｘはそのクリーチャーの点数で見たマナ・コストに等しい。）あなたが不憫なグリフを唱えたとき、カードを１枚引く。飛行
　EldritchMoon,　BlessedAlliance,神聖な協力（しんせいなきょうりょく）,　3,4,　アンコモン,　インスタント,　１白,増呪(２)（２つ目以降に選ぶモード１つにつき、このコストを１回支払う。）以下から１つ以上を選ぶ。・プレイヤー１人を対象とする。そのプレイヤーは４点のライフを得る。・クリーチャー最大２体を対象とし、それらをアンタップする。・対戦相手１人を対象とする。そのプレイヤーは攻撃クリーチャー１体を生け贄に捧げる。
　EldritchMoon,　BorrowedGrace,恩寵借用（おんちょうしゃくよう）,　3,4,　コモン,　インスタント,　２白,増呪(１)(白)（２つ目以降に選ぶモード１つにつき、このコストを１回支払う。）以下から１つまたは両方を選ぶ。・ターン終了時まで、あなたがコントロールするクリーチャーは+2/+0の修整を受ける。・ターン終了時まで、あなたがコントロールするクリーチャーは+0/+2の修整を受ける。
　EldritchMoon,　Brisela VoiceofNightmares,悪夢の声、ブリセラ（あくむのこえぶりせら）,　9,10,　レア,　伝説のクリーチャー,　５白白,あなたが消えゆく光、ブルーナを唱えたとき、あなたの墓地から天使(Angel)クリーチャー・カード１枚か人間(Human)クリーチャー・カード１枚を対象とする。あなたはそれを戦場に戻してもよい。飛行、警戒（《折れた刃、ギセラ/Gisela theBrokenBlade》と合体する。）飛行、先制攻撃、警戒、絆魂あなたの対戦相手は、点数で見たマナ・コストが３以下の呪文を唱えられない。
　EldritchMoon,　ChokingRestraints,絞首束縛（こうしゅそくばく）,　9,10,　コモン,　エンチャント,　２白,エンチャント（クリーチャー）エンチャントされているクリーチャーでは攻撃したりブロックしたりできない。(３)(白)(白) 絞首束縛を生け贄に捧げる：エンチャントされているクリーチャーを追放する。
　EldritchMoon,　CollectiveEffort,集団的努力（しゅうだんてきどりょく）,　9,10,　レア,　ソーサリー,　１白白,増呪―あなたがコントロールするアンタップ状態のクリーチャー１体をタップする。（２つ目以降に選ぶモード１つにつき、このコストを１回支払う。）以下から１つ以上を選ぶ。・パワーが４以上のクリーチャー１体を対象とし、それを破壊する。・エンチャント１つを対象とし、それを破壊する。・プレイヤー１人を対象とする。そのプレイヤーがコントロールする各クリーチャーの上に+1/+1カウンターをそれぞれ１個置く。
　EldritchMoon,　CourageousOutrider,勇敢な先導（ゆうかんなせんどう）,　3,4,　アンコモン,　クリーチャー,　３白,勇敢な先導が戦場に出たとき、あなたのライブラリーの一番上からカードを４枚見る。あなたはその中から人間(Human)カード１枚を公開してあなたの手札に加えてもよい。残りをあなたのライブラリーの一番下に望む順番で置く。
　EldritchMoon,　DawnGryff,夜明けのグリフ（よあけのぐりふ）,　2,2,　コモン,　クリーチャー,　２白,飛行
　EldritchMoon,　DeploytheGatewatch,ゲートウォッチ配備（げーとうぉっちはいび）,　2,2,　神話レア,　ソーサリー,　４白白,あなたのライブラリーの一番上からカードを７枚見る。その中からプレインズウォーカー・カード最大２枚を戦場に出す。残りをあなたのライブラリーの一番下に無作為の順番で置く。
　EldritchMoon,　DesperateSentry,捨て身の歩哨（すてみのほしょう）,　1,2,　コモン,　クリーチャー,　２白,捨て身の歩哨が死亡したとき、無色の3/2のエルドラージ(Eldrazi)・ホラー(Horror)・クリーチャー・トークンを１体戦場に出す。昂揚―あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれるかぎり、捨て身の歩哨は+3/+0の修整を受ける。
　EldritchMoon,　DrogskolShieldmate,ドラグスコルの盾仲間（どらぐすこるのたてなかま）,　2,3,　アンコモン,　クリーチャー,　２白,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）ドラグスコルの盾仲間が戦場に出たとき、ターン終了時まで、あなたがコントロールする他のクリーチャーは+0/+1の修整を受ける。
　EldritchMoon,　ExtricatorofFlesh,肉体からの解放者（にくたいからのかいほうしゃ）,　3,5,　アンコモン,　クリーチャー,　２白,罪からの解放者が戦場に出たとき、あなたは他のパーマネント１つを生け贄に捧げてもよい。そうしたなら、無色の3/2のエルドラージ(Eldrazi)・ホラー(Horror)・クリーチャー・トークンを１体戦場に出す。昂揚―あなたのアップキープの開始時に、あなたの墓地にあるカードにカード・タイプが合計４種類以上含まれる場合、罪からの解放者を変身させる。あなたがコントロールするエルドラージ(Eldrazi)は警戒を持つ。(２) (Ｔ) エルドラージでないクリーチャー１体を生け贄に捧げる：無色の3/2のエルドラージ・ホラー(Horror)・クリーチャー・トークンを１体戦場に出す。
　EldritchMoon,　FaithUnbroken,揺るぎない信仰（ゆるぎないしんこう）,　3,5,　アンコモン,　エンチャント,　３白,エンチャント（あなたがコントロールするクリーチャー）揺るぎない信仰が戦場に出たとき、対戦相手がコントロールするクリーチャー１体を対象とし、揺るぎない信仰が戦場を離れるまでそれを追放する。エンチャントされているクリーチャーは+2/+2の修整を受ける。
　EldritchMoon,　FaithbearerPaladin,信仰持ちの聖騎士（しんこうもちのせいきし）,　3,4,　コモン,　クリーチャー,　４白,絆魂（このクリーチャーがダメージを与えると、さらにあなたはその点数分のライフを得る。）
