英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　Ramroller,破衝車（はしょうしゃ）,　2,3,　アンコモン,　アーティファクト・クリーチャー,　３,毎ターン、破衝車は可能なら攻撃する。あなたが他のアーティファクトをコントロールしているかぎり、破衝車は+2/+0の修整を受ける。
　RunedServitor,ルーンの苦役者（るーんのくえきしゃ）,　2,2,　アンコモン,　アーティファクト・クリーチャー,　２,ルーンの苦役者が死亡したとき、各プレイヤーはカードを１枚引く。
　SigilofValor,武勇の印章（ぶゆうのいんしょう）,　2,2,　アンコモン,　アーティファクト,　２,装備しているクリーチャーが単独で攻撃するたび、ターン終了時まで、それはあなたがコントロールする他のクリーチャー１体につき+1/+1の修整を受ける。装備(１)（(１)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　SwordoftheAnimist,精霊信者の剣（せいれいしんじゃのけん）,　2,2,　レア,　伝説のアーティファクト,　２,装備しているクリーチャーは+1/+1の修整を受ける。装備しているクリーチャーが攻撃するたび、あなたはあなたのライブラリーから基本土地カードを１枚探してもよい。そうしたなら、それをタップ状態で戦場に出し、その後あなたのライブラリーを切り直す。装備(２)
　ThrowingKnife,投げナイフ（なげないふ）,　2,2,　アンコモン,　アーティファクト,　２,装備しているクリーチャーは+2/+0の修整を受ける。装備しているクリーチャーが攻撃するたび、クリーチャー１体かプレイヤー１人を対象とする。あなたは投げナイフを生け贄に捧げてもよい。そうしたなら、投げナイフはそれに２点のダメージを与える。装備(２)（(２)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　Veteran'sSidearm,古参兵の予備武装（こさんへいのよびぶそう）,　2,2,　コモン,　アーティファクト,　２,装備しているクリーチャーは+1/+1の修整を受ける。装備(１)（(１)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　WarHorn,戦の角笛（いくさのつのぶえ）,　2,2,　アンコモン,　アーティファクト,　３,あなたがコントロールする攻撃クリーチャーは+1/+0の修整を受ける。
　BattlefieldForge,戦場の鍛冶場（せんじょうのかじば）,　2,2,　レア,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(Ｔ)：あなたのマナ・プールに(赤)か(白)を加える。戦場の鍛冶場はあなたに１点のダメージを与える。
　CavesofKoilos,コイロスの洞窟（こいろすのどうくつ）,　2,2,　レア,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(Ｔ)：あなたのマナ・プールに(白)か(黒)を加える。コイロスの洞窟はあなたに１点のダメージを与える。
　EvolvingWilds,進化する未開地（しんかするみかいち）,　2,2,　コモン,　土地,　３,(Ｔ) 進化する未開地を生け贄に捧げる：あなたのライブラリーから基本土地カードを１枚探し、それをタップ状態で戦場に出す。その後、あなたのライブラリーを切り直す。
　FoundryoftheConsuls,領事の鋳造所（りょうじのちゅうぞうしょ）,　2,2,　アンコモン,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(５) (Ｔ) 領事の鋳造所を生け贄に捧げる：飛行を持つ無色の1/1の飛行機械(Thopter)アーティファクト・クリーチャー・トークンを２体戦場に出す。
　LlanowarWastes,ラノワールの荒原（らのわーるのこうげん）,　2,2,　レア,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(Ｔ)：あなたのマナ・プールに(黒)か(緑)を加える。ラノワールの荒原はあなたに１点のダメージを与える。
　Mage-RingNetwork,魔道士輪の魔力網（まどうしりんのまりょくもう）,　2,2,　アンコモン,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(１) (Ｔ)：魔道士輪の魔力網の上に貯蔵(storage)カウンターを１個置く。(Ｔ) 魔道士輪の魔力網の上から望む数の貯蔵カウンターを取り除く：あなたのマナ・プールに、これにより取り除かれた貯蔵カウンター１個につき(◇)を加える。
　Rogue'sPassage,ならず者の道（ならずもののみち）,　2,2,　アンコモン,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(４) (Ｔ)：クリーチャー１体を対象とする。このターン、それはブロックされない。
　ShivanReef,シヴの浅瀬（しう゛のあさせ）,　2,2,　レア,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(Ｔ)：あなたのマナ・プールに(青)か(赤)を加える。シヴの浅瀬はあなたに１点のダメージを与える。
　YavimayaCoast,ヤヴィマヤの沿岸（やう゛ぃまやのえんがん）,　2,2,　レア,　土地,　３,(Ｔ)：あなたのマナ・プールに(◇)を加える。(Ｔ)：あなたのマナ・プールに(青)か(緑)を加える。ヤヴィマヤの沿岸はあなたに１点のダメージを与える。
　Plains,平地（へいち）,　2,2,　基本土地,　基本土地,　３,(白)
　Plains,平地（へいち）,　2,2,　基本土地,　基本土地,　３,(白)
　Plains,平地（へいち）,　2,2,　基本土地,　基本土地,　３,(白)
　Plains,平地（へいち）,　2,2,　基本土地,　基本土地,　３,(白)
　Island,島（しま）,　2,2,　基本土地,　基本土地,　３,(青)
　Island,島（しま）,　2,2,　基本土地,　基本土地,　３,(青)
　Island,島（しま）,　2,2,　基本土地,　基本土地,　３,(青)
　Island,島（しま）,　2,2,　基本土地,　基本土地,　３,(青)
　Swamp,沼（ぬま）,　2,2,　基本土地,　基本土地,　３,(黒)
　Swamp,沼（ぬま）,　2,2,　基本土地,　基本土地,　３,(黒)
　Swamp,沼（ぬま）,　2,2,　基本土地,　基本土地,　３,(黒)
　Swamp,沼（ぬま）,　2,2,　基本土地,　基本土地,　３,(黒)
　Mountain,山（やま）,　2,2,　基本土地,　基本土地,　３,(赤)
　Mountain,山（やま）,　2,2,　基本土地,　基本土地,　３,(赤)
　Mountain,山（やま）,　2,2,　基本土地,　基本土地,　３,(赤)
　Mountain,山（やま）,　2,2,　基本土地,　基本土地,　３,(赤)
　Forest,森（もり）,　2,2,　基本土地,　基本土地,　３,(緑)
　Forest,森（もり）,　2,2,　基本土地,　基本土地,　３,(緑)
　Forest,森（もり）,　2,2,　基本土地,　基本土地,　３,(緑)
